Jan 20 09:00:07.531 2026-01-20 03:30:07.531 | DEBUG    | pipecat.audio.vad.silero:__init__:147 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Loading Silero VAD model...
Jan 20 09:02:34.388 2026-01-20 03:32:34.388 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_llm_usage_metrics:173 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - AzureOpenAILLMService#0 prompt tokens: 3630, completion tokens: 58, cache read input tokens: 3584
Jan 20 09:02:34.389 2026-01-20 03:32:34.389 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:152 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - AzureOpenAILLMService#0 processing time: 1.8187239170074463
Jan 20 09:02:34.390 2026-01-20 03:32:34.390 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:152 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - MurfTTSService#0 processing time: 0.0004062652587890625
Jan 20 09:02:34.390 2026-01-20 03:32:34.390 | DEBUG    | pipecat_murf_tts.tts:run_tts:513 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - MurfTTSService#0 voice config message: {'voice_config': {'voice_id': 'samar', 'style': 'Conversational', 'rate': 0, 'pitch': 0, 'pronunciation_dictionary': {}, 'variation': 1}, 'context_id': 'd00c8ffd-21b1-4faa-be4a-ade17ea20aac', 'text': 'Would you like to know about its specific benefits or use cases?', 'end': True}
Jan 20 09:02:34.390 2026-01-20 03:32:34.390 | DEBUG    | pipecat_murf_tts.tts:run_tts:510 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - MurfTTSService#0 sent voice config message for context d00c8ffd-21b1-4faa-be4a-ade17ea20aac
Jan 20 09:02:34.390 2026-01-20 03:32:34.390 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_tts_usage_metrics:191 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - MurfTTSService#0 usage characters: 64
Jan 20 09:02:34.390 2026-01-20 03:32:34.390 | DEBUG    | pipecat_murf_tts.tts:_build_voice_config_message:473 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - MurfTTSService#0 voice config message: {'voice_config': {'voice_id': 'samar', 'style': 'Conversational', 'rate': 0, 'pitch': 0, 'pronunciation_dictionary': {}, 'variation': 1}, 'context_id': 'd00c8ffd-21b1-4faa-be4a-ade17ea20aac', 'text': 'Would you like to know about its specific benefits or use cases?', 'end': True}
Jan 20 09:02:34.390 2026-01-20 03:32:34.390 | DEBUG    | pipecat_murf_tts.tts:run_tts:487 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - MurfTTSService#0: Generating TTS [Would you like to know about its specific benefits or use cases?]
Jan 20 09:02:42.618 2026-01-20 03:32:42.618 | DEBUG    | pipecat_murf_tts.tts:_process_json_message:419 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - MurfTTSService#0 received final output for context d00c8ffd-21b1-4faa-be4a-ade17ea20aac
Jan 20 09:02:57.042 2026-01-20 03:32:57.042 | DEBUG    | pipecat.transports.base_output:_bot_stopped_speaking:617 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Bot stopped speaking
Jan 20 09:02:58.391 2026-01-20 03:32:58.391 | DEBUG    | pipecat.pipeline.task:_source_push_frame:747 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - PipelineTask#0: received interruption task frame InterruptionTaskFrame#8
Jan 20 09:02:58.391 2026-01-20 03:32:58.391 | DEBUG    | pipecat.transports.base_input:_handle_user_interruption:335 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - User started speaking
Jan 20 09:02:58.392 2026-01-20 03:32:58.392 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:152 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - DeepgramSTTService#0 processing time: 0.00045418739318847656
Jan 20 09:02:58.392 2026-01-20 03:32:58.392 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_ttfb_metrics:131 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - DeepgramSTTService#0 TTFB: 0.0003788471221923828
Jan 20 09:02:59.008 2026-01-20 03:32:59.008 | DEBUG    | pipecat.audio.turn.smart_turn.base_smart_turn:analyze_end_of_turn:162 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - End of Turn result: EndOfTurnState.INCOMPLETE
Jan 20 09:02:59.485 2026-01-20 03:32:59.485 | INFO     | bot:on_client_disconnected:358 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Client disconnected
Jan 20 09:02:59.485 2026-01-20 03:32:59.485 | INFO     | pipecat.transports.daily.transport:_on_participant_left:2633 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Participant left c591359f-ba1e-4193-a2fa-3799979a9217
Jan 20 09:02:59.486 2026-01-20 03:32:59.486 | DEBUG    | pipecat.services.deepgram.stt:_disconnect:247 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Disconnecting from Deepgram
Jan 20 09:02:59.486 2026-01-20 03:32:59.486 | DEBUG    | pipecat.pipeline.task:_wait_for_pipeline_end:624 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - PipelineTask#0: Closing. Waiting for CancelFrame#0(reason: None) to reach the end of the pipeline...
Jan 20 09:02:59.486 2026-01-20 03:32:59.485 | DEBUG    | pipecat.pipeline.task:_cancel:530 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Cancelling pipeline task PipelineTask#0
Jan 20 09:02:59.987 2026-01-20 03:32:59.986 | DEBUG    | pipecat_murf_tts.tts:_disconnect_websocket:310 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Disconnecting from Murf
Jan 20 09:02:59.989 2026-01-20 03:32:59.989 | INFO     | pipecat.transports.daily.transport:leave:845 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Leaving https://cloud-0b8f2b6384c74ec0a65537adf577a710.daily.co/YYCHrjOA5AA3rz7NpO3V
Jan 20 09:02:59.993 2026-01-20 03:32:59.993 | DEBUG    | pipecat.pipeline.task:wait_for_cancel:615 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - PipelineTask#0: CancelFrame#0(reason: None) reached the end of the pipeline.
Jan 20 09:02:59.993 2026-01-20 03:32:59.993 | INFO     | pipecat.transports.daily.transport:leave:856 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Left https://cloud-0b8f2b6384c74ec0a65537adf577a710.daily.co/YYCHrjOA5AA3rz7NpO3V
Jan 20 09:02:59.994 2026-01-20 03:32:59.994 | INFO     | __main__:run_bot:95 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Stopping bot session with metadata: {"session_id": "be72df20-64ea-40b2-8943-b43d6e5f7a2f", "image_version": "0.1.12"}
Jan 20 09:02:59.994 2026-01-20 03:32:59.994 | DEBUG    | pipecat.pipeline.runner:run:95 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Runner PipelineRunner#0 finished running PipelineTask#0
Jan 20 09:02:59.994 2026-01-20 03:32:59.994 | DEBUG    | pipecat.pipeline.task:run:500 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Pipeline task PipelineTask#0 has finished
Jan 20 09:02:59.994 2026-01-20 03:32:59.994 | DEBUG    | pipecat.pipeline.task:run:495 | be72df20-64ea-40b2-8943-b43d6e5f7a2f - Pipeline task PipelineTask#0 is finishing...
